fuente,nit,nit-razon social,Sector,ut,ventas
Clientes,860009323,860009323 - Quintero Hermanos Sas,"J5813 - Edición de periódicos, revistas y otras publicaciones periódicas",46.0,5489
Clientes,900321702,900321702 - Dunnhumby Colombia S. A. S,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,46.0,18472
Clientes,800037978,800037978 - Compañia El Portal S.A.S. En Reorganizacion,C1089 - Elaboración de otros productos alimenticios n.c.p.,45.0,10813
prospectos,830052939,830052939 - Agrilab Laboratorios Sas,A0161 - Actividades de apoyo a la agricultura,45.0,7188
Clientes,890937070,890937070 - Tiempos Sas,N7820 - Actividades de empresas de servicios temporales,45.0,97619
Clientes,890938580,890938580 - Universal De Cilindros Hidraulicos Sa,C2592 - Tratamiento y revestimiento de metales; mecanizado,45.0,5849
prospectos,891900090,891900090 - Grajales Sa,A0121 - Cultivo de frutas tropicales y subtropicales,45.0,9356
Clientes,900228307,900228307 - Tecnovalvulas S.A.S,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",45.0,15409
Clientes,900228842,900228842 - M&M Diagnostics Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",45.0,31747
Clientes,900894892,900894892 - Recordati Rare Diseases Colombia Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",45.0,45898
Clientes,800162425,800162425 - Radproct Sas,Q8699 - Otras actividades de atención de la salud humana,44.0,4170
prospectos,800092138,800092138 - Dismacor Colombia Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",42.0,12439
prospectos,800221624,800221624 - Crear Pais Sas,N8291 - Actividades de agencias de cobranza y oficinas de calificación crediticia,42.0,3954
prospectos,860056898,860056898 - Dosmopar Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",42.0,8018
Clientes,900163080,900163080 - Comercializadora De Prendas Textiles S.A.S,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",42.0,21921
Clientes,900192711,900192711 - Constructora Capital Bogota Sas,F4111 - Construcción de edificios residenciales,42.0,783280
Clientes,900396394,900396394 - Pi Epsilon Proyectos De Ingenieria Especializada Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,41.0,9311
prospectos,800015603,800015603 - Quimica Basica Sas,C2011 - Fabricación de sustancias y productos químicos básicos,40.0,46947
prospectos,800027615,800027615 - Produsa Inversiones Sa,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,40.0,5880
Clientes,800066247,800066247 - Productora De Formas Continuas Sa,C1709 - Fabricación de otros artículos de papel y cartón,40.0,9607
prospectos,800162553,800162553 - Pquim Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",40.0,65535
prospectos,800226360,800226360 - Acuatubos Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",40.0,29008
Clientes,800240660,800240660 - Servisoft S.A.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",40.0,18495
prospectos,811009452,811009452 - Xenco S.A.,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",40.0,12101
prospectos,811012440,811012440 - Provimarcas Sas,M6910 - Actividades jurídicas,40.0,2643
prospectos,811020078,811020078 - Proyecciones Plasticas Sas,C2221 - Fabricación de formas básicas de plástico,40.0,17765
Clientes,811022302,811022302 - Federal Sas,C1051 - Elaboración de productos de molinería,40.0,118234
prospectos,811024414,811024414 - Americana De Recubrimientos Caralz S.A.S,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",40.0,30772
prospectos,811035407,811035407 - Techno Food Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,40.0,44273
Clientes,811042404,811042404 - Netbeam Sas,J6190 - Otras actividades de telecomunicaciones,40.0,6279
prospectos,830064756,830064756 - Amplex De Colombia Compañia Sociedad Por Acciones Simplificada,C3110 - Fabricación de muebles,40.0,13448
Clientes,860517950,860517950 - Distribuidora Nogal Ltda,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,40.0,2379
prospectos,890904603,890904603 - Fabrica De Calzado 70 Sas,"C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela",40.0,16116
Clientes,890926985,890926985 - Agrosilicium Mejisulfatos S.A.S.,C2393 - Fabricación de otros productos de cerámica y porcelana,40.0,20249
Clientes,890932032,890932032 - Decoraciones Pel Sas,G4690 - Comercio al por mayor no especializado,40.0,29556
Clientes,890934641,890934641 - Reencauches Gigantes S.A.,C2211 - Fabricación de llantas y neumáticos de caucho,40.0,5632
prospectos,900095648,900095648 - Nova Mar Development Sa,I5511 - Alojamiento en hoteles,40.0,57035
prospectos,900109044,900109044 - Inversiones La Media Naranja Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,40.0,28959
Clientes,900146231,900146231 - Teledatos Zona Franca Sas,N8220 - Actividades de centros de llamadas (call center),40.0,49659
prospectos,900161996,900161996 - Empresa Colombiana Del Plastico S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,40.0,24752
prospectos,900284917,900284917 - Constructora Sumas & Restas Sas,F4290 - Construcción de otras obras de ingeniería civil,40.0,57728
Clientes,900352314,900352314 - Laboratorios Mineralin Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",40.0,7688
Clientes,900402221,900402221 - Bianchi Moda Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",40.0,4505
Clientes,900442804,900442804 - Grupo Ciudadela Sas,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",40.0,10715
prospectos,900983260,900983260 - San Absilio Fruits Sas,G4631 - Comercio al por mayor de productos alimenticios,40.0,17507
Clientes,800204486,800204486 - Dotakondor Sas,G4643 - Comercio al por mayor de calzado,37.0,100705
Clientes,900151196,900151196 - Factordinero S.A,K6493 - Actividades de compra de cartera o factoring,37.0,13187
Clientes,800012670,800012670 - Fundicion De Aluminio Y Cobre A Presion Sas,C2432 - Fundición de metales no ferrosos,35.0,12475
Clientes,800115448,800115448 - Servirefriaire,"F4322 - Instalaciones de fontanería, calefacción y aire acondicionado",35.0,11576
prospectos,800123655,800123655 - Proexequiales Resurgir S.A.S,S9603 - Pompas fúnebres y actividades relacionadas,35.0,12866
prospectos,800154576,800154576 - Servilabor Sas,N7830 - Otras actividades de provisión de talento humano,35.0,12433
prospectos,811024583,811024583 - Industrias Morarbe Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",35.0,15382
Clientes,811036451,811036451 - Londoño Ochoa Y Cia  S En C,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,35.0,8724
Clientes,811046781,811046781 - Mp Galagro Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",35.0,44895
Clientes,890901156,890901156 - Constructora Precomprimidos S.A.S.,F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,35.0,17351
Clientes,890907480,890907480 - Ingenieros Mecanicos Asociados Sas,F4329 - Otras instalaciones especializadas,35.0,4871
Clientes,890908857,890908857 - Graficas Diamante S.A.S.,C1811 - Actividades de impresión,35.0,18139
Clientes,890919033,890919033 - Rodarangos S.A.S,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",35.0,6962
Clientes,890939259,890939259 - Reimpex Sas,C1811 - Actividades de impresión,35.0,4548
Clientes,900161104,900161104 - Honeywell Colombia S.A.S.,C2822 - Fabricación de máquinas formadoras de metal y de máquinas herramienta,35.0,84692
prospectos,900279378,900279378 - Granipack Sas,G4631 - Comercio al por mayor de productos alimenticios,35.0,163364
Clientes,900524514,900524514 - Ceva Salud Animal Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",35.0,64788
Clientes,900625898,900625898 - Estaciones Innovadoras Sas,G4731 - Comercio al por menor de combustible para automotores,35.0,121969
prospectos,900294901,900294901 - Arary Sas,G4631 - Comercio al por mayor de productos alimenticios,34.0,91081
Clientes,900316481,900316481 - Paulandia Sas,A0145 - Cría de aves de corral,34.0,114399
prospectos,800109279,800109279 - Sutrak Sas,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,33.0,26550
Clientes,890913337,890913337 - Topflight Andina Sa,C1811 - Actividades de impresión,33.0,24736
Clientes,900585159,900585159 - Activar Valores Sas,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,33.0,37386
prospectos,800161538,800161538 - Industria De Harinas Tuluá Sas,C1051 - Elaboración de productos de molinería,31.0,94762
Clientes,890928476,890928476 - Internacional De Plasticos S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,31.0,29480
Clientes,900965617,900965617 - Constructora Guasandi S.A.S.,F4111 - Construcción de edificios residenciales,31.0,1580
Clientes,800006854,800006854 - Marca Zeta S.A.S.,C1811 - Actividades de impresión,30.0,9103
prospectos,802000989,802000989 - Superbrix S.A.,"C2825 - Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",30.0,31005
prospectos,811010705,811010705 - Paraplasticos Sas,C2229 - Fabricación de artículos de plástico n.c.p.,30.0,31963
Clientes,811011956,811011956 - Servicios Postales Especializados Sas,H5229 - Otras actividades complementarias al transporte,30.0,16477
prospectos,811029132,811029132 - Adh Papeles Adhesivos Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,30.0,66062
prospectos,811030738,811030738 - Electromontajes S.A.S,F4321 - Instalaciones eléctricas,30.0,8382
prospectos,811035695,811035695 - Internacional De Belleza Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",30.0,37572
Clientes,811040105,811040105 - Transportes Alto Nivel Sas,H4921 - Transporte de pasajeros,30.0,7934
prospectos,811046559,811046559 - Electronica Avs Sas,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",30.0,24644
Clientes,816004998,816004998 - Comercializadora Santander Sas,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,30.0,95530
prospectos,830094650,830094650 - Dotaexpertos Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",30.0,8783
prospectos,860000846,860000846 - Kpmg Sas,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",30.0,112025
Clientes,860519093,860519093 - Confecciones Lady Marcel Sa En Acuerdo De Reestructuracion,"C1410 - Confección de prendas de vestir, excepto prendas de piel",30.0,12420
Clientes,890900071,890900071 - Novedades Plásticas S.A,C2229 - Fabricación de artículos de plástico n.c.p.,30.0,19291
prospectos,890900691,890900691 - Felot Sas En Liquidacion,C3110 - Fabricación de muebles,30.0,3685
prospectos,890912734,890912734 - Marllantas S.A.,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",30.0,7777
prospectos,890923389,890923389 - Electropartes S.A.S,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",30.0,29649
Clientes,890929502,890929502 - Industrias Alimenticias La Reina Sas En Proceso De Negociacion De Emergencia,C1081 - Elaboración de productos de panadería,30.0,6544
Clientes,890938300,890938300 - Quifarma S.A.S,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",30.0,13840
Clientes,900146719,900146719 - Fyc Calzado Sas,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,30.0,18968
Clientes,900188685,900188685 - Electroservicio S.A,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",30.0,50625
prospectos,900554898,900554898 - Giga Colombia S.A.S,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,30.0,17129
Clientes,900648300,900648300 - Pricap Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",30.0,6476
prospectos,900758901,900758901 - Linkvest Capital Sas,M7020 - Actividades de consultoría de gestión,30.0,2653
Clientes,900766633,900766633 - Estudios De Iluminacion Sas,G4690 - Comercio al por mayor no especializado,30.0,10774
prospectos,900884800,900884800 - Sollinet Technology S.A.S.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",30.0,802
Clientes,900910454,900910454 - Gpc Pharma Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",30.0,22945
prospectos,900930074,900930074 - Bio Urbe Sas,N8121 - Limpieza general interior de edificios,30.0,55743
Clientes,900994118,900994118 - Termiijeans Servicio De Terminacion Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",30.0,7950
prospectos,901113085,901113085 - Credimotos De Colombia Sas,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",30.0,55088
prospectos,901495452,901495452 - Cristar Tabletop S.A.S.,C2310 - Fabricación de vidrio y productos de vidrio,30.0,219221
Clientes,900706233,900706233 - Sea Cargo Logistics Overseas Colombia Sas,H5229 - Otras actividades complementarias al transporte,29.0,3050
Clientes,800080027,800080027 - Expofaro Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",28.0,145437
Clientes,890900145,890900145 - Industrias Metalicas Sudamericanas S A,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,27.0,37504
Clientes,830048751,830048751 - A Cinco S.A.S,M7020 - Actividades de consultoría de gestión,26.0,1645
prospectos,800181749,800181749 - Subocol S.A.,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,25.0,18187
Clientes,811008792,811008792 - Gerencia Y Control S.A.S.,"M6920 - Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",25.0,4016
Clientes,830016004,830016004 - Redcomputo Limitada,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",25.0,38021
Clientes,890915686,890915686 - Autollantas Nutibara Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",25.0,25982
Clientes,890935426,890935426 - Suministros Generales Conaseo Sas,"G4719 - Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",25.0,21205
Clientes,890942206,890942206 - Magma S.A.S,F4210 - Construcción de carreteras y vías de ferrocarril,25.0,13559
Clientes,900566350,900566350 - Opciones De Movilidad Sas,G4511 - Comercio de vehículos automotores nuevos,25.0,38
prospectos,900801689,900801689 - Atton Bogota 93 S A S,I5511 - Alojamiento en hoteles,25.0,9290
prospectos,901196161,901196161 - Medic Colombia Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",25.0,132361
Clientes,800117139,800117139 - Eurosierras S.A.S. En Proceso De  Negociación De Emergencia,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,24.0,8615
Clientes,900560081,900560081 - Anovo Colombia Sas,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",24.0,63927
Clientes,900731276,900731276 - Alcubo Producciones Sas Bic,N8230 - Organización de convenciones y eventos comerciales,23.0,21523
Clientes,805015031,805015031 - Mym Bobinados Industriales Sas,C3314 - Mantenimiento y reparación especializado de equipo eléctrico,22.0,11006
Clientes,811039154,811039154 - E-Esystems Sas,C3319 - Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,22.0,3441
Clientes,890916766,890916766 - Estaco S.A.,C2410 - Industrias básicas de hierro y de acero,22.0,30118
Clientes,900708722,900708722 - Vision Y Franquicia S A S,I5611 - Expendio a la mesa de comidas preparadas,22.0,3320
Clientes,890930691,890930691 - Frugal Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,21.0,21156
Clientes,900126869,900126869 - Aldecco Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",21.0,8965
prospectos,800037129,800037129 - Uno A Aseo Integrado.S.A,N7830 - Otras actividades de provisión de talento humano,20.0,57073
prospectos,800089663,800089663 - Dali Joyeria Relojeria S.A.S,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,20.0,51950
prospectos,800256322,800256322 - Iindustrias Fh Sas,"C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir",20.0,8519
prospectos,802010017,802010017 - Madeflex S.A.,"C1630 - Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",20.0,7874
prospectos,811004594,811004594 - Texmaquila Sas,"C1410 - Confección de prendas de vestir, excepto prendas de piel",20.0,14805
prospectos,811010978,811010978 - Amerquip Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,20.0,19527
Clientes,811017760,811017760 - Tempotrabajamos Sas,N7820 - Actividades de empresas de servicios temporales,20.0,51635
Clientes,811022408,811022408 - Petpack S.A.S.,C2229 - Fabricación de artículos de plástico n.c.p.,20.0,29116
Clientes,811032879,811032879 - Comercializadora Y Representaciones Antiotrading Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,20.0,121978
prospectos,816008064,816008064 - Duna S.A.S,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",20.0,27094
prospectos,830012555,830012555 - Acg Colombiana Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",20.0,15914
prospectos,830047544,830047544 - Firmamento E Imagen Sas,F4290 - Construcción de otras obras de ingeniería civil,20.0,12501
prospectos,830100700,830100700 - Brandstrat Bic Sas,M7320 - Estudios de mercado y realización de encuestas de opinión pública,20.0,4184
prospectos,860005264,860005264 - Grasco Ltda,C1032 - Elaboración de aceites y grasas de origen vegetal refinados,20.0,333615
Clientes,890900625,890900625 - Industrias Plasticas Mm S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,20.0,26521
prospectos,890932892,890932892 - Icvo Sas,C2029 - Fabricación de otros productos químicos n.c.p.,20.0,27924
prospectos,900203879,900203879 - C.I Creaciones Segar S.A.S.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",20.0,49968
Clientes,900203975,900203975 - Perija Inmobiliaria S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,20.0,2026
Clientes,900509825,900509825 - Mc Arquitectos E Ingenieros S.A.S.,F4290 - Construcción de otras obras de ingeniería civil,20.0,16396
prospectos,900906350,900906350 - Insumos Y Agregados De Colombia S.A.S,"B0812 - Extracción de arcillas de uso industrial, caliza, caolín y bentonitas",20.0,75048
Clientes,901612346,901612346 - Infraestructura Del Valle Sas,F4290 - Construcción de otras obras de ingeniería civil,20.0,116496
prospectos,811040462,811040462 - Asesorias Y Representaciones Agroindustriales Sas,C2812 - Fabricación de equipos de potencia hidráulica y neumática,18.0,7490
Clientes,830510909,830510909 - Rivercol Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,18.0,112533
Clientes,800095954,800095954 - Puntomerca Merchandising S.A.,M7310 - Publicidad,17.0,5921
Clientes,800199498,800199498 - Identico Sas,G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados,17.0,6218
Clientes,890922036,890922036 - Tipalma Sas,C1812 - Actividades de servicios relacionados con la impresión,17.0,39420
Clientes,901169865,901169865 - Esmiopcion Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",16.0,4407
Clientes,800206655,800206655 - Mercantil De Insumos Textiles Mintex Sas,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",15.0,8414
prospectos,811016261,811016261 - Acostallantas S.A,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",15.0,23610
prospectos,860504522,860504522 - Repuestos Rimar Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",15.0,6281
Clientes,900167656,900167656 - Santa Elena El Dorado Sa,"G4729 - Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",15.0,11189
Clientes,900181427,900181427 - G4 Ingenieros Civiles  Sas,F4290 - Construcción de otras obras de ingeniería civil,15.0,21961
Clientes,900217778,900217778 - Delivery Technologies Laboratory Sas,M7210 - Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,15.0,3450
Clientes,900993044,900993044 - Andina Conceptos Inmobiliarios Sas,F4111 - Construcción de edificios residenciales,15.0,389
Clientes,900654628,900654628 - Instore Colombia Sas,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,14.0,6998
Clientes,811031651,811031651 - Cialmaseg S A,"G4665 - Comercio al por mayor de desperdicios, desechos y chatarra",13.0,77922
Clientes,800035156,800035156 - Divisa S.A.S,K6493 - Actividades de compra de cartera o factoring,12.0,13226
Clientes,900497017,900497017 - Kinnesis Solutions Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,12.0,15360
Clientes,811043026,811043026 - Essentiall Sas,G4690 - Comercio al por mayor no especializado,11.0,51391
Clientes,900456885,900456885 - Talento Dorado S.A,R9312 - Actividades de clubes deportivos,11.0,19237
Clientes,900972188,900972188 - Grupo Ade Sas,M7310 - Publicidad,11.0,5462
prospectos,800095628,800095628 - Deposito De Drogras Profesional Sas,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",10.0,45149
prospectos,890900229,890900229 - Codiscos S.A.S.,J5920 - Actividades de grabación de sonido y edición de música,10.0,41891
Clientes,900013343,900013343 - High Tec Environmental Ltda,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,10.0,3210
Clientes,900057180,900057180 - First Medical De Colombia Sas,C3313 - Mantenimiento y reparación especializado de equipo electrónico y óptico,10.0,4983
prospectos,900066809,900066809 - Puntomerca Sas,G4690 - Comercio al por mayor no especializado,10.0,12587
Clientes,900075108,900075108 - Imagroup Colombia Sas,N8230 - Organización de convenciones y eventos comerciales,10.0,29820
Clientes,900090839,900090839 - Farmatech  S.A,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",10.0,40532
Clientes,900472505,900472505 - Inversiones Y Distribuciones Alimenticias Sas,I5611 - Expendio a la mesa de comidas preparadas,10.0,1691
Clientes,900974484,900974484 - Agroindustrias De La Granja Sas,A0145 - Cría de aves de corral,10.0,88454
Clientes,811029614,811029614 - Anquimico S.A.S,C2221 - Fabricación de formas básicas de plástico,9.0,9948
Clientes,811030191,811030191 - Equitronic Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,9.0,41512
Clientes,900338983,900338983 - Prestigio Formacion Ejecutiva Sas,M7020 - Actividades de consultoría de gestión,9.0,6504
prospectos,860527350,860527350 - Pta Sas,N7820 - Actividades de empresas de servicios temporales,8.0,54461
Clientes,800082585,800082585 - A Parra Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,7.0,43922
Clientes,800024403,800024403 - Iaz Y Cia Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,6.0,10220
Clientes,800251370,800251370 - La Despena Natural Sas,C1081 - Elaboración de productos de panadería,6.0,3756
Clientes,890900051,890900051 - Filam S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,6.0,4005
Clientes,900681994,900681994 - Viviendas Del Sur S.As.,F4111 - Construcción de edificios residenciales,6.0,11302
Clientes,890937574,890937574 - Vias Sas,F4312 - Preparación del terreno,5.0,24293
Clientes,900161893,900161893 - Control Tecnico De Higiene Industrial Y Ambiental S.A.S Conhintec S.A.S,M7120 - Ensayos y análisis técnicos,5.0,14669
Clientes,900163815,900163815 - Comercializadora  La Blanquita Sas,A0150 - Explotación mixta (agrícola y pecuaria),5.0,3093
Clientes,811024113,811024113 - Chemtrade Colombia S.A.S,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",4.0,69118
prospectos,860047163,860047163 - Qurumedicas Sas,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",4.0,24488
prospectos,900642964,900642964 - + Verde S.A.S,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,4.0,3584
Clientes,901263414,901263414 - Frubatec S.A.S Zomac,C1051 - Elaboración de productos de molinería,4.0,3477
Clientes,800081739,800081739 - Productos Vitela,C1399 - Fabricación de otros artículos textiles n.c.p.,3.0,6418
prospectos,830126784,830126784 - Maderformas Sas,"C1630 - Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",1.0,20091
Clientes,890942224,890942224 - Inmobiliaria Greenland S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,1.0,3950
prospectos,900797235,900797235 - Tpf Getinsa Euroestudios Colombia,M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,1.0,22644
prospectos,900553170,900553170 - Embotelladora De La Sabana Sas,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas",3000.0,1065115
prospectos,804016671,804016671 - Campollo S.A.S,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",2000.0,150
Clientes,900189181,900189181 - Pepsico Alimentos Z.F. Ltda,C1089 - Elaboración de otros productos alimenticios n.c.p.,1500.0,599964
prospectos,800167200,800167200 - Espumas Santafe De Bogota Sas,C3290 - Otras industrias manufactureras n.c.p.,1200.0,103893
prospectos,890208788,890208788 - Unidrogas S.A.S.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",1200.0,800346
prospectos,900159239,900159239 - Operacion Y Gestion Integral Sas,J6190 - Otras actividades de telecomunicaciones,1200.0,46188
prospectos,860001999,860001999 - Lucta Grancolombiana Sas,C2029 - Fabricación de otros productos químicos n.c.p.,800.0,200158
prospectos,860053831,860053831 - Comercial Allan Sas,C1040 - Elaboración de productos lácteos,650.0,224009
prospectos,860029997,860029997 - Laboratorios De Cosmeticos Vogue Sas,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",600.0,169718
Clientes,830050856,830050856 - Millenium Bpo Sa,N8220 - Actividades de centros de llamadas (call center),500.0,129704
prospectos,830063800,830063800 - Coval Comercial Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",500.0,189503
prospectos,830511584,830511584 - Proyectos La Fazenda Sa,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,500.0,2593
prospectos,901123983,901123983 - Diana Pet Food Colombia Sas,C1090 - Elaboración de alimentos preparados para animales,500.0,65448
prospectos,901538753,901538753 - Hoya Lens Colombia,"C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",500.0,34302
prospectos,832000402,832000402 - Yazaki Ciemel S.A,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",450.0,139060
prospectos,860025461,860025461 - Compañía Comercial E Industrial La Sabana Avesco S.A.S.,I5611 - Expendio a la mesa de comidas preparadas,450.0,147501
prospectos,900725839,900725839 - Vitelsa Mosquera Sa,C2310 - Fabricación de vidrio y productos de vidrio,438.0,66733
prospectos,900123408,900123408 - Compañia De Inversiones Textiles De Moda Sas - Texmoda Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,400.0,420508
