PROSPECTOS.Fuente,NIT,Nit-Razon Social,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),UT,02.Ingreso Actividades Ordinarias,02.Promedio de Ingreso Actividades Ordinarias,05. Utilidad Bruta,01. Deuda,01.Patrimonio
,900594141,900594141 - Franquicias Y Operaciones Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$21194,$5298,$11412,$5482,$10864
,900595456,900595456 - Construequipos Franco Sas,C2819 - Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,,$16126,$4031,$3213,$2074,$3079
,900596406,900596406 - Cp Construcciones Sa,F4220 - Construcción de proyectos de servicio público,,$11356,$5678,$1686,$362,$4715
,900597115,900597115 - Camimar S.A.S,F4112 - Construcción de edificios no residenciales,,$5887,$1472,$4960,$12385,$7042
,900597693,900597693 - Sebosander Sas,C1011 - Procesamiento y conservación de carne y productos cárnicos,,$58590,$19530,$7851,$0,$37866
,900598621,900598621 - Estacion De Servicios Yuma Sas,G4731 - Comercio al por menor de combustible para automotores,,$1849,$462,$1753,$2727,$21123
,900599093,900599093 - Industrias Alimenticias Ornelo Sas,C1081 - Elaboración de productos de panadería,,$40371,$10093,$10455,$3090,$3626
,900599495,900599495 - Krings Colombia Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,$27674,$6919,$20649,,$26862
,900601952,900601952 - Hm Soluciones Civiles Y Ambientales Sas,F4290 - Construcción de otras obras de ingeniería civil,,$6755,$2252,$1500,$1169,$2064
,900602621,900602621 - Comercial De Mercados S.A.S,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$34910,$8728,$7633,$405,$17618
,900603126,900603126 - Scalas Sas,G4649 - Comercio al por mayor de otros utensilios domésticos n.c.p.,,$29588,$7397,$26547,$0,$20313
,900603965,900603965 - Bustos Diaz S En C.S.,G4631 - Comercio al por mayor de productos alimenticios,,$32109,$8027,$8170,$2052,$1779
,900605783,900605783 - Ci Metales Procesados Industrales,C2421 - Industrias básicas de metales preciosos,,$7074,$3537,$867,$1491,$2511
,900605891,900605891 - Compañia Cauchera Colombiana Sa,C2219 - Fabricación de formas básicas de caucho y otros productos de caucho n.c.p.,,$63429,$15857,$18328,$885,$89911
,900607320,900607320 - Eurocol Renting Sas,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,$28711,$7178,$18343,$25754,$32041
,900607351,900607351 - Soluxionar S.A.S.,E3900 - Actividades de saneamiento ambiental y otros servicios de gestión de desechos,,$6334,$6334,$2707,$1990,$6702
,900607437,900607437 - Grifocentro Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,,,$0,$5024,$3113
,900607629,900607629 - Constructora Brijales Sas,F4111 - Construcción de edificios residenciales,,$170,$57,$39,$3401,$1596
,900607758,900607758 - Frigotaurus Sas,G4631 - Comercio al por mayor de productos alimenticios,,$85370,$21343,$13587,$5723,$8581
,900608041,900608041 - Agroinversiones Verde Esperanza Sas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$7166,$1791,$615,,$16079
,900609064,900609064 - Constructora Valencia Sociedad Por Acciones Simplificada,F4111 - Construcción de edificios residenciales,,$13017,$13017,$2215,$0,$24011
,900609926,900609926 - Ccg Inversiones Sas,"H5221 - Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",,$4335,$1084,$4066,$350,$17206
,900610154,900610154 - Comercializadora Carganacol Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$23459,$23459,$4689,$11303,$2266
,900610404,900610404 - Jd Valvulas Tuberias Y Accesorios Sas,G4690 - Comercio al por mayor no especializado,,$47862,$15954,$17861,$2340,$20659
,900610535,900610535 - Distribuciones Electricas Para La Industria Y La Construccion Sas,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$4116,$4116,$661,$1194,$68
,900610855,900610855 - Grupo Peoplebpo Sas En Reorganizacion,M7020 - Actividades de consultoría de gestión,,$5564,$5564,$703,,$1769
,900613937,900613937 - Constructora Monte Sion Cms S.A.S.,F4290 - Construcción de otras obras de ingeniería civil,,$221,$55,$0,$1829,$3449
,900614044,900614044 - Quintas Del Molino Sociedad Por Acciones Simplificada Quintas Del Molino Sas,F4111 - Construcción de edificios residenciales,,$1333,$333,($52),$1088,$684
,900615016,900615016 - Multioficinas Conex Sas,F4112 - Construcción de edificios no residenciales,,$377,$377,$0,$27970,$183
,900615402,900615402 - Livit S.A.S,F4111 - Construcción de edificios residenciales,,$2558,$1279,$0,$1387,$46811
,900616461,900616461 - D.P. Dario Perez Sas,"F4322 - Instalaciones de fontanería, calefacción y aire acondicionado",,,,$0,$745,$555
,900616703,900616703 - Normet Colombia Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$13439,$3360,$4598,$3541,($12035)
,900620088,900620088 - Berakah Contrucciones J & M Bucaramanga Sas,F4111 - Construcción de edificios residenciales,,$1391,$464,$61,,$6480
,900621517,900621517 - Quintero Soluciones Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$3321,$1660,$0,$83546,$30341
,900621582,900621582 - E&C Construcciones Sas - En Reorganización,F4220 - Construcción de proyectos de servicio público,,$16768,$4192,$4137,$11869,$7636
,900624440,900624440 - Bienes Raices Santander S.A.S,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2411,$1206,$1843,$6108,$78695
,900625050,900625050 - Encarga Logistica Empresarial Sas,H4923 - Transporte de carga por carretera,,$10898,$10898,$4812,$978,$3629
,900630318,900630318 - Constructora Makons S.A.S,F4111 - Construcción de edificios residenciales,,$10707,$2677,$3260,$7030,$3466
,900631231,900631231 - Brych Constructora S A S,F4111 - Construcción de edificios residenciales,,$7712,$1928,$2404,$0,$84315
,900632511,900632511 - Corev De Colombia Sas,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",,$29841,$7460,$13768,$1789,$6115
,900635730,900635730 - Construcciones City S A S,F4111 - Construcción de edificios residenciales,,$2262,$2262,$532,,$4381
,900636402,900636402 - Agroservicios Jju Sas,C3311 - Mantenimiento y reparación especializado de productos elaborados en metal,,$29901,$7475,$6945,$1587,$18152
,900637818,900637818 - Logistica Eficiente Sas,G4690 - Comercio al por mayor no especializado,,$5285,$5285,$886,$735,$3999
,900638743,900638743 - Ferreteria Industrial Petrolera De Barrancabermeja Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,$22383,$5596,$9864,$1144,$9470
,900639245,900639245 - Empaques De Plasticos Y Papel Plaspel Sas,C2229 - Fabricación de artículos de plástico n.c.p.,,$102577,$34192,$25548,$27475,$21877
,900644447,900644447 - Arar Financiera Sas,K6493 - Actividades de compra de cartera o factoring,,$10634,$2127,$0,$27885,$18880
,900645244,900645244 - Brecetti Marmole Caselly Sas,F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,$8541,$2847,$602,$0,$279
,900645655,900645655 - Dimoin Tanques De Colombia Sas En Reorganización,"C2512 - Fabricación de tanques, depósitos y recipientes de metal, excepto los utilizados para el envase o el transporte de mercancías",,$5632,$1408,$1781,$2204,$950
,900646707,900646707 - Jorgallo Construcciones Sas,F4111 - Construcción de edificios residenciales,,$8936,$2234,$8648,$901,$1746
,900649144,900649144 - Productos Vicky Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$475664,$118916,$111447,$57418,$158151
,900649236,900649236 - Inversiones Gustafha Sas,I5511 - Alojamiento en hoteles,,$2341,$585,$1057,$4833,$10237
,900650890,900650890 - Pascal Ingenieros Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2388,$597,$1856,$22834,$3347
,900651376,900651376 - Empresa Colombiana De Transporte Ecotransporte Sas - En Reorganizacion,H4923 - Transporte de carga por carretera,,$3155,$1052,$804,$844,($57)
,900652553,900652553 - Grupo Empresarial Artesa S.A.S.,"C1630 - Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",,,,$0,$44782,$123151
,900655071,900655071 - Concasa Contrucciones Asociados S.A.S.,F4111 - Construcción de edificios residenciales,,$2016,$672,$296,$1060,$1817
,900655645,900655645 - Constructser S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$45,$45,$0,$0,$4593
,900656724,900656724 - Jaimes Rueda Ycia Precimec Sas,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$32975,$8244,$14894,$1550,$25101
,900658494,900658494 - Ambar Construccion Y Soluciones Sas,F4330 - Terminación y acabado de edificios y obras de ingeniería civil,,$8111,$2028,$2928,$2029,$6127
,900659798,900659798 - Compañia Pesquera Del Mar S.A.S.,"G4723 - Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",,$288322,$72080,$66744,$72261,$37387
,900660489,900660489 - Grm Arquitectos Sas,F4111 - Construcción de edificios residenciales,,$592,$148,$130,$301,$14437
,900662652,900662652 - Sma Contrucciones Sas,F4111 - Construcción de edificios residenciales,,$7259,$2420,$887,$10079,$5267
,900663864,900663864 - Fonseca Amaya Inversiones Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2075,$519,$0,$199,$15517
,900664736,900664736 - Minichumbie Sas,G4731 - Comercio al por menor de combustible para automotores,,$128562,$64281,$2005,$10,$778
,900665199,900665199 - Kw De Colombia Sas,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,,$48427,$12107,$13685,$131,($13981)
,900665992,900665992 - Grupo Empresarial K2 Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$7548,$1887,$0,$1009,$29458
,900666049,"900666049 - Csim Compañia De Seguridad, Salud Ocupacional Y Mantenimiento Industrial S.A.S.",N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,,,,$0,,$8
,900668336,900668336 - Oficomco S.A.S En Reorganizacion,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",,$67812,$16953,$22578,$83115,($28990)
,900668424,900668424 - Mardecas Ingenieria Sas,F4290 - Construcción de otras obras de ingeniería civil,,$1321,$1321,$936,$124,$1069
,900668768,900668768 - Productores Avicolas De Colombia Sas Proavicol Sas En Liquidacion,A0145 - Cría de aves de corral,,$5433,$1811,$431,$1392,$1058
,900668898,900668898 - Inoxpetrol Sas,C2823 - Fabricación de maquinaria para la metalurgia,,$9704,$2426,$3349,$1088,$1636
,900672748,900672748 - Sl Grandes Eventos Y Soluciones Logisticas S.A.S.,N8230 - Organización de convenciones y eventos comerciales,,$871,$871,$94,,($67)
,900673037,900673037 - Mayorautos Eurocars S.A.S.,G4511 - Comercio de vehículos automotores nuevos,,$25786,$6446,$2897,$2244,$7108
,900673912,900673912 - Snf Colombia Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$141695,$35424,$33669,$14,$41347
,900673967,900673967 - Gvt Sas,H4923 - Transporte de carga por carretera,,$1062,$1062,$442,$263,$3132
,900673976,900673976 - Jugos Y Frutas De Colombia Sas,"C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",,,,$0,,$2950
,900675154,900675154 - Dido Sas,G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,,$72804,$36402,$22324,$7764,$2383
,900676172,900676172 - Clinker Premezclados Sas,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",,$38622,$9656,$6949,$1953,$14429
,900676407,900676407 - Creditcenter Sociedad Por Acciones Simplificadas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$5612,$1403,$0,$29347,$27576
,900677100,900677100 - Grupo Districomer Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,,,$0,$37062,$14637
,900677124,900677124 - Soluciones En Diseño E Ingenieria Sas,C2410 - Industrias básicas de hierro y de acero,,$27131,$9044,$6639,$15526,$6117
,900678547,900678547 - Panamerican Training Center Sas,P8559 - Otros tipos de educación n.c.p.,,$38782,$9695,$21296,$5080,$83824
,900680953,900680953 - Inversiones Guibea S.A.S,F4111 - Construcción de edificios residenciales,,,,$0,$655,($461)
,900681625,900681625 - Envases De Tocancipa S.A.S,C2229 - Fabricación de artículos de plástico n.c.p.,,$1407949,$281590,$339294,$17063,$860438
,900682271,900682271 - Coltrading Petroleos S.A.S - En Reorganización,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,$4649,$4649,$859,$3232,$1360
,900682571,900682571 - Biocombustibles De Colombia Y Santander Sas,G4731 - Comercio al por menor de combustible para automotores,,$49658,$12414,$5498,$3535,$5004
,900683607,900683607 - Florida Spring Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$2603,$651,$0,,$34261
,900684724,900684724 - Concremex S.A.S,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",,$9879,$2470,$6251,$2275,$5240
,900685285,900685285 - Inbecar Sas,F4111 - Construcción de edificios residenciales,,$0,$0,$0,$7998,$92
,900685467,900685467 - Productos Alimenticios San Isidro Sas,C1051 - Elaboración de productos de molinería,,$16560,$4140,$3461,,$2273
,900686958,900686958 - Planta De Beneficio Animal Regional Y Centro De Negocios Del Sector Carnico De La Provincia De Mares S.A.S,C1011 - Procesamiento y conservación de carne y productos cárnicos,,$8721,$2180,$3153,,$36746
,900688449,900688449 - Aire Y Refrigeracion De Colombia Sas,C3312 - Mantenimiento y reparación especializado de maquinaria y equipo,,$28292,$7073,$6136,$1211,$12320
,900689885,900689885 - Agricola Guapa Sas,A0121 - Cultivo de frutas tropicales y subtropicales,,$86071,$21518,($4592),$103657,$74976
,900690306,900690306 - Hmy Yudigar Colombia S.A.S.,G4669 - Comercio al por mayor de otros productos n.c.p.,,$8578,$2144,$944,$158,$2453
,900691920,900691920 - Eagle Bhp Colombia Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$47889,$11972,$19435,$2560,$16182
,900692936,900692936 - Todo Llantas Y Mas Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$0,$0,$0,$2,($10260)
,900693739,900693739 - G&D Gerencia Y Direccion De Proyectos Sas,P8551 - Formación para el trabajo,,$2009,$2009,$1058,$9,$2931
,900694348,900694348 - Constructora De Los Alpes Sas,F4111 - Construcción de edificios residenciales,,$0,$0,$0,$506,($3101)
,900695485,900695485 - Inversiones Don Monte Sas,K6611 - Administración de mercados financieros,,$0,$0,$0,$0,$49726
,900697609,900697609 - Construcciones Hmt Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$4267,$1067,$0,$13346,$12936
,900700393,900700393 - Inmetaling Sas,"C2825 - Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",,$166,$83,$19,$217,$494
,900701179,900701179 - Hubergroup,G4669 - Comercio al por mayor de otros productos n.c.p.,,,,$0,$1,$1547
,900701798,900701798 - Eurofix Sa,"C1630 - Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción",,$18481,$4620,$6633,$7123,$48500
,900702026,900702026 - Distribuidora Cartonera Nacional Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$341021,$68204,$9659,$9304,$9599
,900702793,900702793 - Javier Mauricio Niño Carrillo Sas,H4921 - Transporte de pasajeros,,$4800,$1200,$0,$2891,$21166
,900704040,900704040 - Inrale Pri Sas,F4111 - Construcción de edificios residenciales,,$0,$0,$0,,($4119)
,900706244,900706244 - 20,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,,$73944,$18486,$29593,,$41503
,900706355,900706355 - Industria Panificadora Plenty Sas,C1081 - Elaboración de productos de panadería,,$0,$0,$0,$2839,($4118)
,900706485,900706485 - Inversiones Maxillantas Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$274,$91,$245,,$2652
,900711139,900711139 - Supernovae Sas,C2013 - Fabricación de plásticos en formas primarias,,$55657,$18552,$11496,$10284,$19484
,900711976,900711976 - Titanio Construcciones S A S,F4111 - Construcción de edificios residenciales,,,,$0,$4218,($476)
,900712476,900712476 - Districlinicos Alfa Sas,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,$45574,$11394,$10388,$5690,$34788
,900715403,900715403 - Soluciones Materiales Y Telecomunicaciones De Colombia Sas,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",,$61282,$15321,$8399,$2488,$18385
,900719438,900719438 - Pemsa Latinoamerica Sas,G4662 - Comercio al por mayor de metales y productos metalíferos,,$32861,$8215,$10438,$0,$3184
,900720974,900720974 - Lluch Essence S A S,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$105607,$26402,$19206,$59085,$26008
,900722362,900722362 - Central Ink International De Colombia Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$45454,$11364,$10939,$62,$2283
,900722413,900722413 - Carbogal Company Sas,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,$12111,$6055,$1003,$38,$1891
,900725388,900725388 - Distribuciones Mensuli S.A.S.,G4690 - Comercio al por mayor no especializado,,$41776,$13925,$4553,$1238,$21233
,900728322,900728322 - Inversiones Y Construcciones San Juan Sas,F4112 - Construcción de edificios no residenciales,,$113,$57,$0,,$65703
,900729721,900729721 - Lendingmark Colombia Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$3062,$1021,$1834,$17716,$169
,900731303,900731303 - Mccn Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$0,$0,$0,,$76449
,900731449,900731449 - Promotora Ciudad Del Sol Sas,F4111 - Construcción de edificios residenciales,,$637,$159,$28,$0,($10239)
,900732297,900732297 - Swisslub Sas,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,$347164,$86791,$73326,$76297,$74950
,900733092,900733092 - Invgragan Sas,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,,$467,$233,$154,$92,$272
,900733354,900733354 - Nutrimezclas Y Aceites Sas,C1031 - Extracción de aceites de origen vegetal crudos,,$150959,$37740,$31884,$33083,$22535
,900733659,900733659 - Torre 27 Sas,F4111 - Construcción de edificios residenciales,,$6110,$1527,($3425),$0,$35877
,900734426,900734426 - Inversiones Kiskiyoso Sas,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$1498,$374,$0,$2764,$11855
,900737742,"900737742 - Constructora Terrazas Campestres S,A,S,",F4290 - Construcción de otras obras de ingeniería civil,,$0,$0,$0,$1,$7395
,900739470,900739470 - G Koi S.A.S.,M6910 - Actividades jurídicas,,$32061,$8015,$13899,$6745,$324006
,900740885,900740885 - Servicios De Ingeneria Sepecol Sas,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,,$600,$300,$520,$6,$1988
,900742466,900742466 - Promotora Parque Bolivar Sas,F4111 - Construcción de edificios residenciales,,$36077,$7215,$2770,$18216,$5116
,900743450,900743450 - Analitica Academica Sas,M7020 - Actividades de consultoría de gestión,,$144,$144,$0,,$1034
,900745591,900745591 - Constructora Santa Teresa Sas,L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,,$6178,$2059,$4393,,$405
,900746605,900746605 - Bost Colombia Sas,"G4541 - Comercio de motocicletas y de sus partes, piezas y accesorios",,$557,$279,$96,$12,($7606)
,900747359,900747359 - Agropecuaria Fusagro Sas,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$75260,$18815,$8654,$2180,$12938
,900748300,"900748300 - Consultoria Ingeneria,& Proyectos Martinez Roncancio Sas",M7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica,,$40592,$20296,$13547,$3950,$17336
,900751161,900751161 - Construcciones Servicios Y Asesorias Lauvick Sas,F4112 - Construcción de edificios no residenciales,,$200,$200,($220),,$968
,900751931,900751931 - Superlogistica Bga Sas,C1089 - Elaboración de otros productos alimenticios n.c.p.,,$89385,$29795,$44553,,$9755
,900754325,900754325 - Constructora Vima Sas,F4111 - Construcción de edificios residenciales,,,,$0,$583,$429
,900756015,900756015 - Empresa De Servicios Temporales Lideres En Gestion Sas,N7830 - Otras actividades de provisión de talento humano,,$71625,$17906,$9056,$269,$4186
,900756572,900756572 - Almacen Agroveterinario El Ganadero  S.A.S.,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",,$284264,$71066,$27235,,$24903
,900758793,"900758793 - Nutra & Foods, Co S.A.S.","C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",,$29590,$9863,$5863,$23217,$6909
,900760665,900760665 - Fenger S.A.S,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$0,$0,$0,$0,$0
,900760807,900760807 - Amarias Sas,K6613 - Otras actividades relacionadas con el mercado de valores,,$3086,$771,$2518,$0,$102143
,900760823,900760823 - Js Servipetrol Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,$122247,$30562,$44182,$26500,$53664
,900762366,900762366 - Constructora Ecourbe Sas,F4111 - Construcción de edificios residenciales,,$4533,$1133,$538,$0,$3180
,900764687,900764687 - Sociedad De Negocios E Inversiones Sas,K6613 - Otras actividades relacionadas con el mercado de valores,,$4701,$1175,$4334,$23894,$8856
,900765827,900765827 - La Dehesa S.A.S.,A0150 - Explotación mixta (agrícola y pecuaria),,$4977,$1659,$2015,$7528,$12218
,900766571,900766571 - Calzado Green Day Kids S.A.S En Reorganizacion,"C1521 - Fabricación de calzado de cuero y piel, con cualquier tipo de suela",,,,$0,$363,($525)
,900769701,900769701 - Fravicol Sas,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,,$214914,$53728,$47141,$1915,$32369
,900771707,900771707 - Maderas Do Brasil S A S,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",,$8609,$2152,$1077,,$6015
,900775103,900775103 - Construcciones & Logistica Navia Sas,F4112 - Construcción de edificios no residenciales,,$23088,$5772,$4232,$5193,$28160
,900776917,900776917 - Blanchia Sas,F4111 - Construcción de edificios residenciales,,$0,$0,$0,$31416,($5953)
,900779460,900779460 - Hergoz Sas,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,,$15184,$3796,$5341,,$5819
,900781118,900781118 - Cererias Españolas El Faro Sas,C1921 - Fabricación de productos de la refinación del petróleo,,$11069,$2767,$4467,$3187,$3558
,900781148,900781148 - Axen Pro Group S.A.,"C1410 - Confección de prendas de vestir, excepto prendas de piel",,$1118,$373,$468,$22764,$22826
,900781798,900781798 - Bihao Sociedad Por Acciones Simplificadas,A0210 - Silvicultura y otras actividades forestales,,$23186,$7729,$3907,$3072,$3989
,900782409,900782409 - Digioca Colombia S.A.S,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",,$109475,$27369,$22408,$0,($55187)
,900782414,900782414 - Digioca Zona Franca S.A.S,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",,$13552,$3388,$1740,,($409)
,900782637,900782637 - Ventura Hosteleria Sas,I5511 - Alojamiento en hoteles,,$5382,$1345,$3315,$17035,$12131
,900783465,900783465 - Banemprender Sas,"K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",,$530,$265,$334,,$856
,900783788,900783788 - Sociedad Minera Malabar Sas,B0722 - Extracción de oro y otros metales preciosos,,$0,$0,$0,,$11517
,900784167,900784167 - Lacteos La Esmeralda Sas,C1040 - Elaboración de productos lácteos,,$615592,$153898,$58258,$9920,$60113
,900784664,900784664 - Promotora Campoverde Sas,F4111 - Construcción de edificios residenciales,,$573,$191,$155,$2078,$1327
,900786204,900786204 - Grupo Ferran Proyectos Y Construccion S.A.S.,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$6249,$1562,$3406,,$32883
,900787277,900787277 - Donaldson Colombia Sas,"G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",,$9258,$2314,$3051,$0,$37824
,900790347,900790347 - Comuneros 2050 S.A.S,G4772 - Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,,$2003,$668,($629),,$15552
,900790534,900790534 - Grupo Azlo Sas Bic,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,,$44618,$8924,$16136,$11376,$7103
,900791265,900791265 - Figuhierros Ft Sas,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",,$53261,$26630,$4950,$6577,$2757
,900791820,900791820 - Constructora Alban Ardila E Hijos Sas,F4111 - Construcción de edificios residenciales,,$10097,$5049,$331,$28,$1930
,900792299,900792299 - Mb Dimco Sas,G4731 - Comercio al por menor de combustible para automotores,,$141474,$47158,$8091,$1641,$449
,900795834,900795834 - Akraw Quimica Sas,G4669 - Comercio al por mayor de otros productos n.c.p.,,$55842,$18614,$13636,$7925,$5637
,900796781,900796781 - Iconos Inversiones En Construccion Sas,F4111 - Construcción de edificios residenciales,,$6327,$1265,$4260,$3,$27497
,900796838,900796838 - Pronto Rental Sas,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",,$3257,$3257,$1949,$13,$18011
,900797446,900797446 - Bioarquitectura De Colombia Sas,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,,$5271,$1318,$0,,$28880
,900798893,900798893 - Ladrillera 21 Sas,C2392 - Fabricación de materiales de arcilla para la construcción,,$57158,$14289,$11324,$54612,$76332
,900800136,900800136 - Maechia Sas En Liquidación,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,,$3328,$832,$0,$0,$65594
,900802186,900802186 - Maximuebles Jc Sas,C3110 - Fabricación de muebles,,$118394,$29598,$20818,$17359,$43116
,900803732,900803732 - Mallas Tocancipa Sas,C2410 - Industrias básicas de hierro y de acero,,$27807,$6952,$11398,,$60069
,900807918,900807918 - Ses & Osiris Group S A S,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",,$81167,$40584,$13167,$429,$7010
,900809119,900809119 - Agroganadera Quintero Y Valencia Sas,A0141 - Cría de ganado bovino y bufalino,,$11527,$2882,$6496,$4060,$4372
,900810041,900810041 - Constructora Gp S.A.S.,F4111 - Construcción de edificios residenciales,,$4415,$4415,$315,$0,$1910
,900811158,900811158 - Lacky Luck Company,"C1082 - Elaboración de cacao, chocolate y productos de confitería",,$65518,$16379,$6972,$11571,$5954
,900812298,900812298 - Cresagro S.A.S.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,,$95251,$23813,$8918,$5123,$11179
,900814587,900814587 - Apoyo Laboral Ts Sas,N7830 - Otras actividades de provisión de talento humano,,$421268,$105317,$11935,$2255,$4016
,900818674,900818674 - Prochemical Bs Sas,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",,$51336,$17112,$9443,$4507,$12519
,900819141,900819141 - Enconstrucciones Ingenieria Sas,F4390 - Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,,,,$0,$441,$1154
